3.697535746	0	1.093085104
2.30018312	0.033335808	1.910393281
2.789639903	0.07283143	0.698667536
3.675404085	0.125969306	1.616956107
2.60580069	0.141059929	2.853306582
2.202343815	0.163654003	2.429065054
3.984341309	0.263692215	2.956610633
2.557905416	0.244852363	2.434572014
2.433414421	0.273617527	2.036843026
1.992361788	0.282896215	1.865130382
2.158233802	0.324854275	0.945826357
2.507321822	0.381628857	0.303232804
2.519996528	0.417407405	2.91501535
4.731745472	0.633584549	0.284271943
2.192682102	0.458414754	1.398525619
2.005055133	0.473593418	1.288707843
2.536438619	0.559028975	2.405704489
3.125103388	0.657409722	1.844405615
2.681247453	0.645939074	2.082420189
3.834874308	0.820677843	2.953234284
3.887746937	0.871005037	2.159529402
4.399080501	0.982985607	0.237427029
4.742831538	1.078253714	0.216546344
4.236704656	1.05421036	2.841096453
4.769357017	1.181753326	2.445782667
2.253098117	0.832855727	1.210594331
3.990509819	1.153432149	0.840277211
4.07897937	1.213812914	1.599638043
3.811770407	1.212145601	1.714806186
3.276152678	1.157602965	2.008066066
4.042726564	1.344849201	2.433566203
4.419884247	1.465297285	0.300779336
4.099872433	1.448554827	1.716038588
4.066783587	1.488160455	2.347070143
4.782783058	1.690128207	1.550000799
2.005389409	1.119994044	1.7586754
1.9301519	1.135765958	1.645906148
2.42089919	1.284776709	1.090532544
3.709435863	1.634801816	0.681746615
4.065615661	1.76873774	2.063936113
4.087249243	1.821596989	2.843629299
3.974099593	1.839352197	2.138836544
4.599932392	2.055619721	0.579590743
3.525194489	1.809044144	2.274297431
2.572898416	1.582840785	2.318185664
4.431329906	2.161281897	2.941835915
3.524584277	1.942159	1.770209761
4.497432778	2.283174819	1.008967927
4.616562579	2.37190094	0.641129063
3.493219107	2.066964484	2.555707368
3.53275056	2.124890825	2.754150817
2.014258452	1.665920425	0.202345739
3.516720826	2.210700308	1.348465468
3.398653448	2.215619743	1.628731199
1.891635464	1.72832476	0.401673566
3.696233565	2.413409359	0.787025241
4.351298843	2.701864482	0.397538301
4.195678955	2.696158801	0.235432863
3.368371743	2.431959431	2.293873132
2.868079994	2.283299373	2.528318518
2.567454066	2.206741695	1.58400177
